Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
12.0,24.2,44.8,Red,Paddy,180,159,269,17-17-17
20.5,35.5,65.6,Black,Paddy,94,215,31,17-17-17
44.6,73.8,13.0,Black,Banana,184,273,61,17-17-17
28.0,44.3,88.1,Clayey,Mango,141,187,296,17-17-17
21.2,64.2,61.7,Loamy,Barley,120,69,74,17-17-17
32.5,21.6,38.6,Loamy,Oil seeds,100,190,297,17-17-17
34.1,22.0,60.5,Sandy,Wheat,249,300,114,17-17-17
19.8,40.9,74.4,Clayey,Paddy,40,170,155,Urea
23.7,41.3,62.2,Black,Oil seeds,256,150,14,DAP
41.9,56.9,37.8,Loamy,Paddy,82,265,285,17-17-17
13.4,48.9,89.3,Loamy,Wheat,226,64,200,17-17-17
23.5,31.1,10.6,Red,Tomato,35,259,27,Urea
19.6,28.3,44.2,Loamy,Pulses,113,219,158,17-17-17
28.5,69.3,71.2,Loamy,Barley,226,107,27,17-17-17
16.7,31.6,67.0,Clayey,Mango,10,293,215,Urea
30.0,86.0,74.0,Red,Tobacco,181,139,162,17-17-17
25.1,50.7,80.8,Loamy,Oil seeds,201,180,265,17-17-17
32.3,82.0,22.3,Black,Coffee,299,258,289,17-17-17
14.2,89.7,47.9,Black,Potato,122,188,262,17-17-17
38.8,27.4,48.7,Clayey,Sugarcane,161,268,109,17-17-17
27.8,36.7,30.6,Loamy,Coffee,233,294,134,17-17-17
37.6,86.7,29.3,Loamy,Pulses,259,18,83,10-26-26
43.7,38.3,22.8,Loamy,Pulses,277,277,87,17-17-17
40.0,71.6,62.7,Loamy,Tomato,19,102,22,Urea
18.8,80.5,17.1,Clayey,Paddy,130,19,123,20-20
27.4,60.3,56.0,Clayey,Wheat,226,159,209,17-17-17
11.6,50.0,77.9,Sandy,Tomato,273,133,213,17-17-17
31.9,36.4,21.3,Clayey,Barley,285,83,220,17-17-17
11.7,82.8,59.6,Sandy,Pulses,95,57,26,17-17-17
42.8,59.1,67.4,Clayey,Tomato,279,76,190,17-17-17
40.2,25.0,35.6,Black,Maize,168,45,26,28-28
36.2,93.6,39.0,Black,Banana,259,31,58,17-17-17
16.6,69.1,82.5,Sandy,Tomato,163,190,152,17-17-17
37.0,44.2,55.2,Clayey,Millets,193,200,217,17-17-17
31.2,23.8,18.8,Red,Tomato,223,2,56,10-26-26
30.5,24.2,43.7,Loamy,Tomato,114,202,281,17-17-17
18.9,74.5,72.6,Red,Paddy,116,148,222,17-17-17
41.3,70.5,51.0,Loamy,Potato,175,198,84,17-17-17
17.6,86.5,85.3,Red,Ground Nuts,39,65,68,Urea
24.0,54.1,66.6,Red,Coffee,237,39,75,17-17-17
25.1,82.7,72.4,Black,Mango,262,111,270,17-17-17
35.4,86.2,59.5,Clayey,Oil seeds,20,7,11,14-35-14
10.6,34.4,35.5,Clayey,Banana,12,6,88,17-17-17
15.7,23.7,81.9,Black,Mango,16,8,140,17-17-17
33.0,84.8,37.3,Black,Ground Nuts,88,199,267,17-17-17
43.0,51.3,58.9,Clayey,Wheat,273,86,186,17-17-17
36.4,24.5,56.6,Red,Oil seeds,168,44,212,17-17-17
18.6,46.3,70.8,Black,Sugarcane,201,150,275,17-17-17
41.2,78.5,68.5,Red,Wheat,131,18,155,20-20
40.2,73.7,24.0,Black,Maize,92,148,240,28-28
21.6,58.4,51.0,Black,Barley,158,25,189,17-17-17
39.6,92.0,12.6,Sandy,Banana,58,36,217,17-17-17
34.6,68.0,37.0,Red,Oil seeds,82,79,229,17-17-17
21.0,75.5,62.5,Loamy,Pulses,108,80,166,17-17-17
34.7,87.1,51.3,Sandy,Sugarcane,221,127,127,17-17-17
12.0,38.3,63.4,Clayey,Barley,89,221,260,17-17-17
24.9,60.0,22.6,Red,Millets,282,262,96,17-17-17
42.2,46.8,76.9,Black,Wheat,33,122,24,Urea
38.9,67.6,24.7,Sandy,Maize,144,296,293,28-28
36.4,38.3,31.0,Clayey,Millets,266,225,201,17-17-17
42.2,67.8,51.5,Red,Mango,145,126,269,17-17-17
41.1,28.0,90.0,Red,Oil seeds,133,248,229,17-17-17
10.5,84.2,29.2,Red,Coffee,134,224,136,17-17-17
36.1,62.1,18.8,Clayey,Sugarcane,97,33,281,17-17-17
30.0,78.1,89.2,Sandy,Wheat,5,56,278,Urea
24.8,34.3,69.5,Sandy,Coffee,110,12,23,10-26-26
20.7,53.1,69.2,Sandy,Banana,143,75,70,17-17-17
35.6,31.3,63.0,Sandy,Sugarcane,123,39,103,17-17-17
34.6,75.9,34.5,Clayey,Wheat,299,111,176,17-17-17
38.7,46.2,53.7,Clayey,Ground Nuts,18,274,155,Urea
12.7,34.9,49.6,Sandy,Maize,10,296,94,Urea
11.6,78.8,73.3,Loamy,Wheat,101,44,178,17-17-17
36.4,80.1,55.5,Sandy,Oil seeds,204,196,102,17-17-17
31.9,44.1,16.5,Clayey,Millets,105,57,84,17-17-17
42.4,69.9,46.7,Sandy,Pulses,170,48,200,17-17-17
21.7,21.0,64.2,Black,Tomato,177,120,213,17-17-17
38.2,43.0,50.0,Clayey,Mango,269,233,108,17-17-17
40.6,25.3,82.9,Clayey,Mango,145,188,70,17-17-17
35.3,28.5,76.8,Red,Wheat,244,117,130,17-17-17
42.1,60.6,38.8,Black,Maize,140,250,296,28-28
27.8,75.5,64.7,Loamy,Coffee,131,161,18,DAP
34.9,62.2,14.1,Sandy,Ground Nuts,57,229,79,17-17-17
12.9,68.6,15.4,Loamy,Tobacco,109,202,134,17-17-17
19.3,61.6,45.4,Loamy,Tobacco,144,279,277,17-17-17
15.9,89.0,66.2,Sandy,Sugarcane,90,243,126,17-17-17
16.0,83.2,73.1,Loamy,Millets,284,85,42,17-17-17
11.1,63.5,41.1,Loamy,Banana,235,99,211,17-17-17
30.2,92.4,43.6,Sandy,Millets,221,78,196,17-17-17
23.7,89.5,31.5,Sandy,Mango,138,66,130,17-17-17
29.3,61.3,80.2,Black,Potato,49,131,142,Urea
15.3,20.1,10.2,Sandy,Sugarcane,132,237,231,17-17-17
36.1,50.7,89.0,Red,Sugarcane,87,275,144,17-17-17
11.4,47.3,45.2,Clayey,Oil seeds,123,250,135,17-17-17
21.1,64.6,42.3,Black,Coffee,160,96,261,17-17-17
42.0,23.4,48.2,Clayey,Tobacco,227,230,194,17-17-17
28.8,63.3,49.4,Red,Cotton,57,195,83,28-28
16.5,62.2,66.4,Sandy,Tomato,115,268,88,17-17-17
11.4,91.2,71.1,Sandy,Oil seeds,64,168,28,17-17-17
42.4,47.0,57.8,Black,Paddy,227,252,93,17-17-17
12.3,49.2,37.9,Loamy,Coffee,22,231,80,Urea
13.9,75.5,73.2,Clayey,Ground Nuts,254,145,62,17-17-17
38.3,28.0,88.0,Clayey,Tomato,252,110,20,DAP
31.4,43.3,22.2,Red,Maize,70,71,57,28-28
45.0,29.5,13.1,Red,Sugarcane,294,288,213,17-17-17
29.0,47.7,81.9,Red,Banana,299,210,278,17-17-17
42.3,47.2,46.6,Red,Sugarcane,106,48,172,17-17-17
28.7,81.8,31.3,Red,Banana,134,86,192,17-17-17
14.4,70.6,59.3,Loamy,Potato,151,15,291,10-26-26
37.5,68.9,21.3,Black,Coffee,165,289,173,17-17-17
12.0,82.1,16.1,Red,Potato,17,169,174,Urea
41.0,38.9,22.3,Black,Wheat,197,77,105,17-17-17
12.0,25.7,75.0,Loamy,Cotton,137,172,119,28-28
25.8,31.2,29.2,Black,Tomato,91,202,138,17-17-17
11.5,79.8,20.2,Red,Millets,261,1,128,10-26-26
27.9,70.8,54.9,Sandy,Mango,288,126,65,17-17-17
42.4,66.9,87.8,Black,Coffee,138,197,256,17-17-17
20.3,79.7,52.7,Black,Potato,220,96,261,17-17-17
44.5,32.6,46.4,Clayey,Mango,25,295,239,Urea
39.6,73.9,70.9,Sandy,Ground Nuts,226,159,235,17-17-17
22.0,57.3,48.1,Red,Paddy,7,21,286,Urea
42.9,60.5,60.8,Red,Coffee,13,100,103,Urea
24.9,85.5,22.1,Red,Tobacco,219,204,80,17-17-17
33.0,69.1,64.8,Sandy,Sugarcane,242,212,126,17-17-17
10.5,33.5,19.6,Loamy,Millets,283,119,268,17-17-17
12.0,94.7,50.1,Sandy,Cotton,51,247,165,28-28
35.0,77.6,50.3,Loamy,Maize,289,280,249,28-28
28.7,91.5,68.1,Clayey,Coffee,205,125,114,17-17-17
29.8,90.1,56.4,Clayey,Millets,174,115,60,17-17-17
34.6,65.5,38.8,Red,Tobacco,179,165,129,17-17-17
14.2,91.5,53.8,Red,Potato,75,219,141,17-17-17
26.6,86.3,19.7,Loamy,Barley,232,171,32,17-17-17
18.2,63.3,16.7,Loamy,Sugarcane,88,284,164,17-17-17
44.2,40.0,15.8,Clayey,Tobacco,102,32,267,17-17-17
34.1,67.0,48.3,Red,Mango,100,131,125,17-17-17
19.9,61.0,71.7,Black,Pulses,11,84,191,Urea
37.5,44.8,36.2,Loamy,Tomato,78,119,214,17-17-17
37.6,45.4,24.3,Clayey,Maize,170,276,264,28-28
35.7,84.9,54.6,Black,Banana,35,209,285,Urea
23.0,21.8,63.3,Red,Millets,292,35,91,17-17-17
14.1,35.3,30.0,Black,Paddy,219,12,264,20-20
33.8,41.9,59.9,Sandy,Barley,44,60,84,Urea
16.2,84.9,51.8,Sandy,Paddy,40,41,149,Urea
29.4,56.2,29.6,Red,Tobacco,296,231,164,17-17-17
18.9,40.5,42.5,Red,Wheat,122,24,131,20-20
16.0,42.5,49.1,Red,Potato,132,139,240,17-17-17
11.5,23.1,35.8,Clayey,Oil seeds,173,47,239,17-17-17
34.4,75.7,23.6,Black,Paddy,70,86,205,17-17-17
11.5,52.7,26.0,Red,Tomato,124,267,200,17-17-17
17.5,21.8,58.4,Black,Oil seeds,16,50,143,Urea
37.2,72.5,44.5,Black,Paddy,228,155,268,17-17-17
31.9,36.8,45.6,Red,Tobacco,44,124,111,Urea
24.7,38.8,81.3,Loamy,Millets,30,214,243,Urea
28.7,52.6,84.9,Sandy,Sugarcane,172,90,22,DAP
29.8,80.8,85.1,Loamy,Paddy,110,297,130,17-17-17
31.6,24.5,84.8,Red,Paddy,18,110,32,Urea
32.5,30.4,75.7,Sandy,Banana,62,156,141,17-17-17
23.6,36.6,57.9,Loamy,Oil seeds,18,186,121,Urea
41.8,65.6,59.7,Loamy,Paddy,100,69,199,17-17-17
30.3,91.9,65.4,Black,Banana,68,110,51,17-17-17
35.3,36.8,23.9,Loamy,Oil seeds,134,295,291,17-17-17
13.9,53.9,14.6,Loamy,Banana,251,168,80,17-17-17
38.0,46.1,77.5,Black,Wheat,20,22,57,Urea
15.7,45.2,10.9,Black,Potato,147,268,189,17-17-17
33.3,58.8,40.3,Black,Coffee,245,119,39,17-17-17
36.4,55.7,43.5,Clayey,Coffee,277,88,67,17-17-17
42.5,89.1,20.4,Loamy,Coffee,227,112,30,17-17-17
22.6,63.2,70.8,Black,Coffee,201,163,88,17-17-17
39.0,39.7,73.1,Clayey,Tobacco,300,284,41,17-17-17
14.3,60.6,60.7,Black,Maize,241,155,79,28-28
19.1,93.3,27.7,Red,Millets,102,232,140,17-17-17
21.7,89.1,75.7,Red,Potato,268,280,254,17-17-17
15.4,37.0,53.4,Sandy,Tobacco,167,243,144,17-17-17
27.1,20.5,39.6,Red,Barley,51,101,156,17-17-17
43.7,22.7,78.2,Red,Wheat,51,221,98,17-17-17
19.9,88.5,75.1,Red,Cotton,10,292,220,Urea
40.1,20.4,51.9,Sandy,Tomato,230,279,7,DAP
19.8,24.2,64.5,Sandy,Potato,126,106,246,17-17-17
36.9,23.6,70.8,Loamy,Potato,217,44,185,17-17-17
17.6,65.4,20.5,Black,Pulses,140,209,56,17-17-17
19.1,52.4,58.7,Black,Maize,174,289,297,28-28
17.9,83.7,69.7,Red,Wheat,91,157,83,17-17-17
14.9,83.4,75.3,Loamy,Tomato,17,159,9,28-28
18.0,32.0,85.3,Clayey,Tomato,136,132,10,DAP
42.5,50.8,79.4,Sandy,Oil seeds,162,139,139,17-17-17
16.4,59.5,53.8,Red,Sugarcane,285,176,97,17-17-17
21.4,63.9,36.1,Loamy,Maize,72,21,217,10-26-26
40.2,49.0,55.8,Loamy,Coffee,74,289,50,17-17-17
20.2,46.6,76.6,Red,Pulses,215,292,200,17-17-17
30.5,34.6,44.1,Loamy,Oil seeds,156,229,40,17-17-17
40.7,59.7,11.0,Sandy,Tomato,101,259,118,17-17-17
22.1,38.5,75.7,Black,Maize,263,22,212,10-26-26
41.0,37.9,70.1,Sandy,Ground Nuts,184,183,60,17-17-17
36.7,77.6,70.8,Red,Pulses,291,70,55,17-17-17
21.4,21.6,16.9,Red,Banana,283,300,171,17-17-17
29.6,78.8,87.0,Black,Wheat,33,154,64,Urea
20.4,28.2,46.5,Clayey,Tobacco,83,295,118,17-17-17
14.0,27.3,35.6,Sandy,Wheat,298,45,133,17-17-17
34.4,79.2,85.3,Loamy,Banana,256,222,216,17-17-17
39.8,91.9,66.5,Sandy,Tomato,155,76,217,17-17-17
21.9,51.2,74.7,Red,Oil seeds,162,76,260,17-17-17
18.2,82.1,76.1,Red,Maize,131,38,200,28-28
29.7,26.6,40.7,Red,Tomato,52,147,53,17-17-17
32.1,49.1,71.8,Black,Cotton,53,202,221,28-28
43.3,64.1,67.0,Red,Barley,21,20,80,10-26-26
29.6,34.1,33.1,Black,Tomato,298,202,54,17-17-17
23.2,44.1,24.4,Loamy,Millets,167,181,168,17-17-17
23.4,57.6,68.2,Loamy,Oil seeds,188,138,122,17-17-17
35.9,72.3,85.5,Sandy,Maize,105,266,34,28-28
31.9,65.4,69.1,Sandy,Coffee,233,229,19,DAP
44.6,83.9,10.4,Loamy,Ground Nuts,154,122,194,17-17-17
26.6,49.3,35.7,Black,Sugarcane,220,270,109,17-17-17
31.7,33.8,67.7,Loamy,Sugarcane,232,175,202,17-17-17
25.5,60.5,72.7,Loamy,Tobacco,266,214,3,DAP
11.4,46.2,28.4,Sandy,Ground Nuts,185,47,266,17-17-17
10.0,54.5,21.5,Loamy,Coffee,51,242,155,17-17-17
15.4,59.2,47.7,Loamy,Oil seeds,262,34,35,17-17-17
38.2,60.6,65.0,Loamy,Potato,294,33,83,17-17-17
39.0,35.0,75.1,Red,Mango,270,188,247,17-17-17
18.7,83.4,41.7,Clayey,Cotton,151,151,167,28-28
17.3,37.2,22.6,Clayey,Coffee,0,119,128,Urea
15.5,43.0,23.5,Loamy,Wheat,169,24,24,DAP
13.5,84.5,61.1,Sandy,Barley,97,135,78,17-17-17
13.3,68.4,58.8,Red,Ground Nuts,132,190,21,DAP
29.7,55.6,79.9,Sandy,Ground Nuts,253,114,226,17-17-17
41.4,87.3,38.7,Clayey,Tobacco,108,244,136,17-17-17
23.6,76.6,21.3,Clayey,Coffee,65,22,192,10-26-26
35.8,77.0,42.6,Black,Ground Nuts,124,188,96,17-17-17
34.1,40.4,89.9,Black,Sugarcane,290,125,24,DAP
39.8,65.0,80.6,Sandy,Maize,266,185,129,28-28
43.2,30.0,83.7,Clayey,Sugarcane,91,256,65,17-17-17
37.9,84.5,15.0,Red,Potato,127,17,249,10-26-26
10.9,23.5,84.5,Red,Banana,187,216,173,17-17-17
43.4,51.3,18.3,Black,Cotton,102,78,120,28-28
43.0,94.7,38.7,Clayey,Ground Nuts,236,176,223,17-17-17
35.9,23.1,30.7,Red,Millets,57,141,40,17-17-17
13.7,43.4,82.2,Sandy,Sugarcane,234,45,180,17-17-17
25.5,90.0,81.2,Loamy,Pulses,11,37,42,Urea
41.3,67.8,40.0,Clayey,Potato,33,233,186,Urea
38.6,83.7,69.8,Loamy,Millets,208,187,216,17-17-17
23.8,48.2,76.1,Loamy,Oil seeds,66,276,17,DAP
13.9,23.9,23.3,Black,Tomato,18,246,168,Urea
14.6,43.0,85.4,Red,Tomato,192,32,141,17-17-17
27.4,40.2,33.4,Sandy,Maize,36,272,22,Urea
27.2,64.4,82.1,Red,Maize,30,121,9,DAP
12.3,24.4,15.3,Sandy,Mango,46,180,75,Urea
40.1,52.8,13.3,Black,Sugarcane,201,96,147,17-17-17
24.4,82.3,77.3,Clayey,Tomato,189,165,85,17-17-17
43.4,82.8,21.6,Red,Ground Nuts,62,265,187,17-17-17
20.1,30.6,28.0,Red,Banana,123,290,286,17-17-17
34.7,44.9,61.4,Red,Tomato,186,109,46,17-17-17
24.3,48.6,57.7,Red,Oil seeds,152,180,230,17-17-17
16.6,85.5,16.2,Black,Sugarcane,246,291,184,17-17-17
28.0,67.1,41.2,Sandy,Barley,209,174,61,17-17-17
14.0,41.6,27.6,Clayey,Pulses,256,100,257,17-17-17
43.6,82.8,17.0,Black,Tobacco,235,26,210,17-17-17
35.0,27.9,60.8,Sandy,Oil seeds,288,103,22,DAP
30.9,70.4,18.9,Clayey,Oil seeds,67,18,28,10-26-26
21.4,78.9,50.8,Red,Wheat,185,144,121,17-17-17
27.3,32.1,13.7,Black,Banana,175,229,8,DAP
19.2,37.0,37.9,Black,Millets,239,297,283,17-17-17
26.7,59.9,89.4,Sandy,Cotton,189,93,174,28-28
39.2,31.6,74.5,Black,Tobacco,63,1,183,10-26-26
25.3,50.6,44.7,Loamy,Tobacco,9,105,30,Urea
22.0,71.2,20.2,Clayey,Coffee,71,235,177,17-17-17
23.7,42.8,31.2,Black,Barley,45,4,196,10-26-26
33.1,42.0,47.2,Red,Maize,215,205,64,28-28
44.3,37.0,42.2,Black,Banana,213,77,293,17-17-17
29.7,57.6,81.6,Red,Oil seeds,129,34,8,DAP
43.9,20.6,87.2,Black,Tobacco,80,74,113,17-17-17
25.1,26.0,21.9,Sandy,Coffee,154,1,53,10-26-26
34.2,55.5,78.8,Sandy,Maize,185,178,117,28-28
17.8,42.0,70.4,Red,Tomato,115,290,271,17-17-17
22.6,27.0,68.5,Loamy,Banana,169,259,245,17-17-17
14.4,44.5,70.3,Clayey,Tobacco,260,16,230,10-26-26
40.0,46.1,25.7,Sandy,Coffee,254,122,51,17-17-17
26.7,43.2,44.7,Black,Potato,220,2,231,10-26-26
13.2,93.4,81.4,Clayey,Mango,144,59,155,17-17-17
35.8,73.1,34.0,Sandy,Coffee,87,166,42,17-17-17
16.8,73.4,61.9,Loamy,Oil seeds,156,41,229,17-17-17
15.7,50.2,47.0,Black,Millets,44,226,153,Urea
27.4,78.8,66.7,Black,Oil seeds,10,78,176,Urea
27.1,60.3,37.1,Red,Mango,236,113,76,17-17-17
26.2,74.5,34.6,Loamy,Wheat,27,255,23,Urea
13.6,37.6,87.7,Clayey,Tomato,198,1,275,10-26-26
20.4,25.5,25.4,Black,Barley,115,275,131,17-17-17
41.0,72.2,78.2,Black,Paddy,271,148,207,17-17-17
28.5,45.6,65.9,Clayey,Potato,77,195,148,17-17-17
44.6,33.7,69.5,Black,Banana,32,116,85,Urea
24.0,47.7,45.5,Sandy,Ground Nuts,121,211,6,DAP
28.0,25.5,12.9,Sandy,Wheat,297,260,108,17-17-17
16.0,21.6,45.2,Clayey,Barley,202,189,88,17-17-17
27.9,60.0,86.8,Sandy,Mango,134,26,260,17-17-17
38.9,71.6,10.5,Loamy,Maize,51,298,281,28-28
27.1,32.3,77.7,Clayey,Tobacco,228,269,160,17-17-17
19.0,38.3,39.6,Clayey,Tobacco,232,42,248,17-17-17
44.4,87.4,24.9,Red,Maize,56,285,161,28-28
23.3,76.2,47.9,Loamy,Maize,93,98,124,28-28
32.8,53.3,77.7,Sandy,Tomato,111,228,112,17-17-17
40.1,30.9,45.6,Sandy,Maize,169,156,69,28-28
20.0,66.1,29.4,Black,Paddy,247,135,271,17-17-17
38.8,21.7,44.1,Clayey,Millets,285,202,237,17-17-17
28.3,51.7,62.8,Sandy,Tomato,196,103,196,17-17-17
13.3,56.2,57.6,Red,Banana,210,247,277,17-17-17
37.1,87.3,84.0,Loamy,Tomato,114,292,263,17-17-17
26.9,89.5,27.2,Black,Mango,263,116,58,17-17-17
25.3,56.0,59.0,Black,Tobacco,65,19,232,10-26-26
11.7,23.1,52.1,Black,Pulses,288,184,133,17-17-17
26.5,30.1,71.3,Sandy,Tobacco,191,140,181,17-17-17
24.6,84.2,73.6,Black,Mango,50,213,243,17-17-17
37.8,62.4,12.7,Black,Cotton,12,37,96,Urea
37.7,64.0,36.1,Black,Wheat,46,177,160,Urea
13.8,27.6,35.5,Sandy,Tomato,171,222,268,17-17-17
22.4,30.1,30.3,Red,Maize,194,100,249,28-28
22.0,47.6,75.0,Black,Potato,222,59,105,17-17-17
20.7,78.7,59.9,Sandy,Paddy,140,265,221,17-17-17
13.2,69.6,27.4,Loamy,Potato,259,56,206,17-17-17
17.3,86.9,79.7,Loamy,Paddy,114,98,207,17-17-17
24.2,33.0,61.8,Red,Ground Nuts,272,61,107,17-17-17
10.0,54.9,34.8,Black,Oil seeds,133,69,183,17-17-17
27.1,42.7,56.9,Sandy,Cotton,142,95,292,28-28
42.3,69.4,25.4,Clayey,Sugarcane,230,298,243,17-17-17
43.2,69.7,76.7,Red,Oil seeds,68,195,2,DAP
41.1,83.2,74.0,Clayey,Coffee,62,23,70,10-26-26
23.4,42.7,57.8,Clayey,Sugarcane,108,50,135,17-17-17
41.6,71.8,86.3,Sandy,Coffee,176,203,294,17-17-17
32.8,91.6,26.9,Black,Tomato,186,101,117,17-17-17
33.8,65.3,73.4,Black,Banana,285,88,139,17-17-17
10.6,44.8,46.2,Red,Paddy,287,178,172,17-17-17
44.4,42.4,69.1,Clayey,Mango,123,30,173,17-17-17
44.2,90.8,41.5,Clayey,Barley,85,276,157,17-17-17
20.6,39.8,84.4,Clayey,Millets,105,268,44,17-17-17
19.9,83.3,18.2,Loamy,Oil seeds,125,10,189,10-26-26
22.2,35.9,44.0,Clayey,Mango,229,155,270,17-17-17
12.1,56.1,48.2,Black,Millets,248,30,245,17-17-17
40.7,47.4,25.5,Black,Sugarcane,74,209,88,17-17-17
36.6,68.7,24.8,Red,Pulses,182,161,292,17-17-17
16.8,52.3,34.3,Loamy,Ground Nuts,71,150,234,17-17-17
13.7,74.4,48.6,Clayey,Coffee,19,215,249,Urea
30.8,58.5,19.5,Red,Coffee,244,255,22,DAP
11.2,89.7,75.6,Clayey,Cotton,65,212,289,28-28
18.2,33.3,19.8,Clayey,Potato,0,34,257,Urea
25.9,42.0,30.0,Sandy,Wheat,258,173,206,17-17-17
34.9,74.8,82.6,Red,Wheat,146,259,265,17-17-17
22.5,68.2,63.9,Clayey,Sugarcane,36,17,114,20-20
40.4,79.1,33.7,Black,Cotton,292,130,88,28-28
35.8,39.9,31.6,Red,Oil seeds,54,64,132,17-17-17
16.0,76.5,63.9,Loamy,Potato,88,110,289,17-17-17
41.5,74.1,18.6,Loamy,Millets,93,171,96,17-17-17
12.1,32.4,68.4,Red,Coffee,1,70,264,Urea
44.0,75.7,12.3,Red,Potato,125,25,5,DAP
34.8,83.5,29.0,Sandy,Ground Nuts,105,299,271,17-17-17
28.9,78.1,78.4,Sandy,Oil seeds,130,18,296,10-26-26
27.5,69.7,69.5,Loamy,Maize,284,86,258,28-28
44.6,20.5,34.8,Black,Coffee,205,146,123,17-17-17
15.5,79.1,56.9,Sandy,Paddy,182,115,19,DAP
36.3,49.0,10.4,Red,Coffee,97,126,60,17-17-17
43.5,81.4,83.9,Clayey,Tomato,47,158,14,DAP
29.3,71.0,44.9,Loamy,Tobacco,171,82,275,17-17-17
12.8,30.6,22.6,Sandy,Wheat,29,23,124,Urea
41.7,85.5,67.3,Sandy,Coffee,83,48,45,17-17-17
44.1,82.1,18.0,Sandy,Millets,91,46,25,17-17-17
13.0,94.5,24.6,Sandy,Ground Nuts,153,142,233,17-17-17
20.0,24.2,74.1,Clayey,Millets,272,289,99,17-17-17
29.4,32.1,52.6,Black,Ground Nuts,284,103,85,17-17-17
39.4,83.0,66.4,Black,Coffee,33,31,163,Urea
32.9,92.8,41.9,Black,Barley,77,77,83,17-17-17
32.1,75.9,62.2,Black,Millets,89,221,147,17-17-17
40.4,29.6,59.6,Sandy,Wheat,11,222,260,Urea
20.4,53.1,51.6,Sandy,Cotton,32,201,22,Urea
21.0,43.8,44.3,Black,Tobacco,45,109,139,Urea
41.9,66.6,46.4,Clayey,Maize,63,21,72,10-26-26
32.2,94.1,15.8,Sandy,Pulses,262,5,208,10-26-26
30.4,59.4,52.8,Black,Banana,77,238,122,17-17-17
17.8,68.4,39.2,Sandy,Sugarcane,242,293,33,17-17-17
19.8,92.1,24.6,Sandy,Pulses,99,9,131,10-26-26
35.3,78.5,37.1,Red,Maize,297,284,112,28-28
43.4,37.6,23.8,Clayey,Tomato,217,157,2,DAP
39.5,47.5,43.3,Clayey,Maize,192,120,200,28-28
29.2,24.5,66.4,Clayey,Millets,150,192,288,17-17-17
16.8,45.0,65.0,Loamy,Oil seeds,229,242,84,17-17-17
41.4,88.9,59.8,Clayey,Paddy,278,97,21,DAP
16.4,41.2,19.7,Black,Maize,94,24,51,10-26-26
10.9,79.3,53.1,Black,Pulses,188,153,219,17-17-17
36.0,89.6,59.7,Clayey,Mango,117,23,262,10-26-26
10.1,52.4,26.6,Red,Maize,48,283,145,Urea
38.9,68.2,38.6,Red,Paddy,185,10,291,20-20
10.0,73.1,50.6,Clayey,Tomato,286,210,29,17-17-17
24.2,25.9,55.5,Sandy,Pulses,216,281,183,17-17-17
41.4,53.1,89.7,Loamy,Sugarcane,166,211,260,17-17-17
21.2,29.6,21.9,Clayey,Coffee,58,247,283,17-17-17
21.2,72.1,37.3,Sandy,Paddy,121,37,215,17-17-17
26.3,68.7,64.4,Red,Wheat,216,109,134,17-17-17
28.5,50.3,59.4,Clayey,Paddy,90,269,32,17-17-17
28.2,75.0,77.0,Clayey,Tobacco,115,260,31,17-17-17
12.7,72.8,15.7,Sandy,Barley,192,210,13,DAP
41.0,59.8,79.0,Sandy,Tobacco,17,217,136,Urea
40.0,46.4,26.2,Clayey,Mango,229,85,90,17-17-17
38.2,37.3,88.9,Sandy,Coffee,284,76,149,17-17-17
32.2,74.5,87.0,Loamy,Coffee,110,147,168,17-17-17
18.8,50.6,40.6,Loamy,Potato,102,171,213,17-17-17
18.2,85.0,22.2,Loamy,Coffee,36,39,141,Urea
32.4,46.7,38.9,Black,Potato,57,195,162,17-17-17
24.2,70.1,29.6,Black,Tobacco,219,272,267,17-17-17
22.5,66.9,36.0,Clayey,Potato,168,256,186,17-17-17
38.8,39.3,62.2,Black,Potato,131,53,175,17-17-17
28.7,33.6,53.3,Sandy,Potato,183,193,177,17-17-17
38.0,31.3,44.8,Loamy,Cotton,216,65,247,28-28
33.8,58.3,70.6,Loamy,Millets,46,2,18,14-35-14
28.9,40.4,24.8,Loamy,Wheat,21,124,30,Urea
40.2,61.5,30.6,Clayey,Millets,111,16,49,10-26-26
23.7,70.3,59.8,Red,Barley,23,208,147,Urea
18.3,36.9,39.4,Black,Wheat,7,44,267,Urea
27.1,70.8,76.8,Black,Banana,286,259,159,17-17-17
19.7,23.2,78.2,Sandy,Sugarcane,112,79,253,17-17-17
34.4,52.3,28.7,Red,Cotton,201,169,280,28-28
33.8,46.2,14.5,Sandy,Tomato,239,257,30,17-17-17
27.9,57.7,38.8,Loamy,Wheat,66,256,139,17-17-17
24.0,30.7,13.2,Loamy,Coffee,133,205,151,17-17-17
11.4,25.5,54.2,Red,Potato,262,150,253,17-17-17
14.1,48.9,10.5,Loamy,Sugarcane,88,255,47,17-17-17
42.1,92.6,74.3,Red,Potato,154,114,218,17-17-17
13.7,84.1,34.4,Clayey,Potato,258,250,221,17-17-17
21.0,35.8,25.5,Clayey,Pulses,110,97,132,17-17-17
20.3,42.9,79.8,Clayey,Ground Nuts,152,16,56,10-26-26
14.4,89.8,65.3,Sandy,Maize,9,209,194,Urea
